2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 13:55:03 | WARN | gateway | Temporary network jitter detected rtt_ms=446 (env=prod, region=me-south-1, ip=90.31.20.239, request_id=himwwmrm5m4xg0hy, trace_id=rmql5hk1lv4l6avxgxcz6owx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:55:07 | WARN | billing | Queue backlog growing size=424 (env=prod, region=ap-southeast-1, ip=137.253.54.33, request_id=tjhanueluz6c928l, trace_id=i7wr7rump0qaxrmz8zkf3urm, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:55:12 | WARN | worker | Queue backlog growing size=3494 (env=staging, region=eu-west-1, ip=96.31.77.125, request_id=qltrfx4jyk4k80fc, trace_id=9q97m8hx6fxeojnm9s3qpg6e, ua="PostmanRuntime/7.36.0")
2026-02-01 13:55:24 | WARN | auth | Queue backlog growing size=1603 (env=prod, region=us-east-1, ip=58.248.130.40, request_id=gbvuq3qsl45z737o, trace_id=v8uq3k68dj0l2f3ns5rvewi4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:55:29 | WARN | cdn | Rate limit nearing threshold remaining=35 (env=prod, region=me-south-1, ip=111.142.146.224, request_id=wz2d3gfc76mtvzvy, trace_id=skbietsixamkqne893cq2gd5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:55:30 | WARN | inventory | High memory usage warning mem=68% (env=prod, region=me-south-1, ip=207.60.228.234, request_id=2c24hi2if7f7ouyo, trace_id=mpv7d4dhzv9au3a72aoatx1w, ua="PostmanRuntime/7.36.0")
2026-02-01 13:55:31 | WARN | frontend | Queue backlog growing size=5636 (env=staging, region=ap-southeast-1, ip=61.149.253.77, request_id=0bpw7dxyn6cpknzm, trace_id=1k7msma7swh3wxktg3o4md67, ua="PostmanRuntime/7.36.0")
2026-02-01 13:55:32 | WARN | billing | Rate limit nearing threshold remaining=35 (env=prod, region=us-east-1, ip=191.110.77.5, request_id=u5nht9ycv6p14au0, trace_id=v77e7271qfwhyfptpnodlqtv, ua="curl/8.4.0")
2026-02-01 13:55:39 | WARN | db | High memory usage warning mem=76% (env=prod, region=ap-southeast-1, ip=148.22.187.177, request_id=kpwq3xqnyhdjf49h, trace_id=q6xof40w4cygmzlth0zkurp3, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:55:47 | WARN | db | Payment provider latency high (298ms) (env=prod, region=me-south-1, ip=50.106.152.54, request_id=ilgkfu0xfdoz3cds, trace_id=l8mtlfdy6i5lfghqrgrlmtt8, ua="PostmanRuntime/7.36.0")
2026-02-01 13:55:51 | WARN | notifications | Slow response detected (1323ms) endpoint=/payments/refund (env=prod, region=me-south-1, ip=211.244.91.57, request_id=wfy5jwsdm8arw5lc, trace_id=8gnzpgn223rvx4883ie82xx6, ua="curl/8.4.0")
2026-02-01 13:56:02 | WARN | cache | Temporary network jitter detected rtt_ms=614 (env=prod, region=ap-southeast-1, ip=149.140.141.217, request_id=pjx97xlgizvqzrej, trace_id=l12sezzs7ecgvcpuf0x4tkuz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:56:04 | WARN | inventory | Elevated error rate observed window_s=300 rate=9.0% (env=staging, region=us-east-1, ip=195.8.244.101, request_id=v03axohmp44jn4w8, trace_id=tsxw64f53hi73xu29941eb7a, ua="curl/8.4.0")
2026-02-01 13:56:07 | WARN | billing | Slow response detected (3014ms) endpoint=/notifications/push (env=prod, region=eu-west-1, ip=78.163.111.93, request_id=m19tnmymldxlajp1, trace_id=75cpa1xt38mtdmq534za9kda, ua="curl/8.4.0")
2026-02-01 13:56:14 | WARN | email | Rate limit nearing threshold remaining=46 (env=dev, region=ap-southeast-1, ip=211.3.43.83, request_id=h9di1k87ztoaep8k, trace_id=6in4nrwa4tjt75i83fveopvd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:56:16 | WARN | cdn | Slow response detected (3239ms) endpoint=/payments/charge (env=staging, region=me-south-1, ip=112.97.174.137, request_id=0q6janhqvanv2oo4, trace_id=lsartpvd2av9dff9yyu2e21b, ua="curl/8.4.0")
2026-02-01 13:56:18 | WARN | search | Temporary network jitter detected rtt_ms=712 (env=prod, region=me-south-1, ip=241.192.46.39, request_id=xa1ub8ttvaqitx05, trace_id=2vkh7inzzuhbjid7zxyiedcv, ua="curl/8.4.0")
2026-02-01 13:56:19 | WARN | billing | Slow response detected (2572ms) endpoint=/token/refresh (env=prod, region=ap-southeast-1, ip=90.233.70.31, request_id=qo1yyhfod09j50de, trace_id=t1fdzu3zg1bz0lsweh8oycjk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:56:26 | WARN | payments | Rate limit nearing threshold remaining=22 (env=dev, region=me-south-1, ip=75.8.46.208, request_id=g0ic8al1yuoifft1, trace_id=sb4hz38ikk54hyq2g7byrb56, ua="curl/8.4.0")
2026-02-01 13:56:30 | WARN | profile | Retrying request to upstream service attempt=2 (env=prod, region=me-south-1, ip=75.17.138.210, request_id=l42gdt1f4ywo7sow, trace_id=i30uylgwzyvd86tl8s3cxddk, ua="PostmanRuntime/7.36.0")
2026-02-01 13:56:31 | WARN | inventory | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=65.38.243.28, request_id=4ne6tffgagwcyb15, trace_id=2q21g50wnfvzp8tli4sjzo1o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:56:32 | WARN | inventory | Circuit breaker half-open dependency=search-index (env=prod, region=us-east-1, ip=159.20.168.84, request_id=z1klf59823s0u6wt, trace_id=y242qqr6037sfpfb5iaya7kn, ua="curl/8.4.0")
2026-02-01 13:56:36 | WARN | api | Slow response detected (1169ms) endpoint=/logout (env=prod, region=ap-southeast-1, ip=79.14.54.145, request_id=c3ydax7wrt2up19p, trace_id=flb7klpfxdlxgub1vp77z3ti, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:56:54 | WARN | billing | Rate limit nearing threshold remaining=23 (env=dev, region=us-east-1, ip=223.112.25.178, request_id=5a16jtfmafs2r3qa, trace_id=usujbczqnxxnozfmx4exjlbm, ua="curl/8.4.0")
2026-02-01 13:57:00 | WARN | orders | Temporary network jitter detected rtt_ms=177 (env=staging, region=us-east-1, ip=24.116.39.141, request_id=a3qd9oxlkziz9njb, trace_id=475yr5ki6x7ps12srzvxo8zn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:57:05 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=23.85.39.204, request_id=vsmcz36v3vw9wwr3, trace_id=odl8d1eyzow2afub7k73ep54, ua="curl/8.4.0")
2026-02-01 13:57:07 | WARN | billing | Slow response detected (1448ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=109.206.215.77, request_id=xsvgy2rlfikkk9ed, trace_id=7xz27pj8t8bj0u5iry1jev30, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:57:09 | WARN | search | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=186.207.226.121, request_id=cncsc3ik0odj9m3k, trace_id=cbb6kn6v7bfkj15aev8y9gy6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:57:10 | WARN | gateway | High memory usage warning mem=83% (env=staging, region=eu-west-1, ip=13.190.110.106, request_id=vftnr6rhijbuskpt, trace_id=8tsb68gdhqfcfdiel1bm7kvg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:57:12 | WARN | db | Circuit breaker half-open dependency=postgres (env=staging, region=ap-southeast-1, ip=154.138.37.83, request_id=8tbci5iffqwi35wa, trace_id=waqepnf0b4c7rpqww53kbrsv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:57:15 | WARN | billing | Elevated error rate observed window_s=300 rate=11.0% (env=staging, region=us-east-1, ip=173.50.147.19, request_id=rx4jh0lsbfxlqdh2, trace_id=4oplws38z2f22lw62sqbiyqj, ua="PostmanRuntime/7.36.0")
2026-02-01 13:57:21 | WARN | cdn | Rate limit nearing threshold remaining=47 (env=prod, region=me-south-1, ip=118.204.62.216, request_id=ph0498hvvc59a1k6, trace_id=0h5of8ru9t1iizowwmu6c49k, ua="PostmanRuntime/7.36.0")
2026-02-01 13:57:30 | WARN | email | Circuit breaker half-open dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=35.176.230.74, request_id=lrp280dbr16m5ogk, trace_id=aehjnoblbtha1cubhhjacnhf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:57:31 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=230.234.204.242, request_id=me9b4z2g345kuq8o, trace_id=9f239vnmvhe5k1e8378l5n4j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:57:36 | WARN | billing | Disk usage above 80% disk=97% (env=prod, region=us-east-1, ip=146.195.26.101, request_id=3pxezh8bsun81ws6, trace_id=9sp35j25x0whpkd3jsdapd55, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:57:39 | WARN | auth | Queue backlog growing size=5228 (env=prod, region=us-east-1, ip=55.16.91.130, request_id=ik0an43ka19unx3q, trace_id=848pk15bsx22o0tpmdkz63ib, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:57:49 | WARN | scheduler | High memory usage warning mem=98% (env=prod, region=ap-southeast-1, ip=52.223.225.110, request_id=gt9z9aac5vy6ro7v, trace_id=2tpfehsttjx1tgj56l0z4jpn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:57:58 | WARN | notifications | Payment provider latency high (3033ms) (env=staging, region=ap-southeast-1, ip=63.127.117.237, request_id=pgtjqssa30ka4lha, trace_id=ghfjruxojrnsc3j4lketid3y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:58:02 | WARN | inventory | Circuit breaker half-open dependency=cdn-edge (env=prod, region=us-east-1, ip=137.9.171.218, request_id=semc0p3daam3vshx, trace_id=re9ibu9t5nnq72maezc936l7, ua="PostmanRuntime/7.36.0")
2026-02-01 13:58:07 | WARN | worker | Rate limit nearing threshold remaining=28 (env=staging, region=ap-southeast-1, ip=23.212.129.154, request_id=161195375b4by5hp, trace_id=hlbvbrvcvxpwtmds0lqb8c3l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:58:14 | WARN | search | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=27.6.153.103, request_id=2ces0hzl7gcxfq5k, trace_id=n0a5hma4uphtmk8l80ua8iyx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:58:21 | WARN | gateway | Circuit breaker half-open dependency=orders-api (env=prod, region=eu-west-1, ip=62.120.29.88, request_id=hriiiy9ptwo6qfjw, trace_id=jiqm3chdlbilinss18ickonl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:58:34 | WARN | frontend | Disk usage above 80% disk=99% (env=prod, region=us-east-1, ip=155.16.4.142, request_id=hbsbsda9n01uhef7, trace_id=jqef7tycp1zipy7hwsmw9g9v, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:58:43 | WARN | cdn | Rate limit nearing threshold remaining=1 (env=prod, region=eu-west-1, ip=211.231.21.81, request_id=mg8g5adasce2s4en, trace_id=r9ergin9ytf8c3jk8ffwypy5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:58:47 | WARN | db | Disk usage above 80% disk=92% (env=prod, region=ap-southeast-1, ip=53.215.59.62, request_id=u7awxovzi9m60hge, trace_id=mfpv6ecygihb656931l3eqt2, ua="PostmanRuntime/7.36.0")
2026-02-01 13:58:53 | WARN | notifications | Temporary network jitter detected rtt_ms=157 (env=prod, region=us-east-1, ip=173.6.191.185, request_id=j1nok0lwyvv98ljw, trace_id=ofxpsq6k2ro1ilqfcxzm60ep, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:58:58 | WARN | orders | Retrying request to upstream service attempt=4 (env=prod, region=eu-west-1, ip=193.49.173.203, request_id=xv4uxh2mi0uadrzd, trace_id=j1phbquy4c6xcze5vil98vlm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:59:00 | WARN | inventory | Payment provider latency high (744ms) (env=dev, region=ap-southeast-1, ip=162.183.69.61, request_id=ls42bbhkvwxbiedb, trace_id=p4v1enpv3keuvd6uzmsfgu23, ua="PostmanRuntime/7.36.0")
2026-02-01 13:59:07 | WARN | db | Slow response detected (1784ms) endpoint=/health (env=prod, region=us-east-1, ip=47.87.159.44, request_id=ssn10kw7whpkjg4v, trace_id=9h7ob5dtndb603ql93v3fjcy, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:59:09 | WARN | analytics | Slow response detected (2196ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=218.238.164.115, request_id=sk8w3ndod1sbf93q, trace_id=o8kyfxtexfdbosvfcrxuz1zr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:59:17 | WARN | frontend | Elevated error rate observed window_s=120 rate=3.9% (env=staging, region=eu-west-1, ip=195.144.5.80, request_id=etuite1vad8hto8i, trace_id=awk6xmg9av4lnf4y1s2a7ekm, ua="curl/8.4.0")
2026-02-01 13:59:21 | WARN | frontend | Queue backlog growing size=4200 (env=staging, region=ap-southeast-1, ip=7.109.130.153, request_id=km71mzke1yaywsot, trace_id=okt4h3ymqpgcd31qs749q276, ua="curl/8.4.0")
2026-02-01 13:59:35 | WARN | payments | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=41.31.226.206, request_id=umd9otrju9px3xca, trace_id=di58evtbn86ga2py6ho289rt, ua="PostmanRuntime/7.36.0")
2026-02-01 13:59:40 | WARN | storage | Circuit breaker half-open dependency=email-smtp (env=prod, region=me-south-1, ip=229.226.236.139, request_id=0j7xjaet4mwpi204, trace_id=vw8rjet5fequ3k8en21bp6o1, ua="PostmanRuntime/7.36.0")
2026-02-01 13:59:42 | WARN | auth | High memory usage warning mem=83% (env=prod, region=eu-west-1, ip=154.6.88.11, request_id=sxj3c103uz61osg5, trace_id=tuvwe4e5mnfykkb3tbwlbc5x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:59:43 | WARN | cdn | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=148.54.97.67, request_id=h31oxurkc34ai5vw, trace_id=6iedply94e2xhquaspfuluze, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:59:44 | WARN | notifications | Queue backlog growing size=1358 (env=prod, region=me-south-1, ip=107.4.122.245, request_id=ffc8fawzwfn2krrr, trace_id=o9rw65oy0f8m7o59uos6k9lc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:59:46 | WARN | db | High memory usage warning mem=67% (env=prod, region=eu-west-1, ip=28.26.156.208, request_id=snu14b6lu418dvc8, trace_id=5huoffxaeskrgjloaiod5qan, ua="curl/8.4.0")
2026-02-01 13:59:50 | WARN | email | Temporary network jitter detected rtt_ms=747 (env=prod, region=us-east-1, ip=235.44.128.97, request_id=on0tuwp1r30wbrf4, trace_id=hpgwccrsyzuxk52yxy0r3u7w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:00:07 | WARN | email | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=205.240.26.157, request_id=hhuq7fh5r6i9u7qs, trace_id=te5oueoxe40r72r7h8tsj2v1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:11 | WARN | search | High memory usage warning mem=69% (env=prod, region=me-south-1, ip=239.63.41.148, request_id=wc2snqg6nq5smneh, trace_id=3hos4a7yyyrqqhyx63md6k2z, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:16 | WARN | search | Elevated error rate observed window_s=60 rate=3.2% (env=prod, region=us-east-1, ip=2.169.120.160, request_id=l4ckts5uronhtjmt, trace_id=puubiu56lmnxbfd852bewj2m, ua="curl/8.4.0")
2026-02-01 14:00:17 | WARN | api | Temporary network jitter detected rtt_ms=884 (env=staging, region=us-east-1, ip=94.226.165.52, request_id=9vhs55e6e39beeba, trace_id=vxsmp0nzwa715cdxez1spl8e, ua="curl/8.4.0")
2026-02-01 14:00:25 | WARN | billing | High memory usage warning mem=94% (env=prod, region=me-south-1, ip=38.131.85.245, request_id=ci5iuqhh52v8x0mr, trace_id=4kt2aomgivub6g34jyvffyb1, ua="curl/8.4.0")
2026-02-01 14:00:27 | WARN | cache | Circuit breaker half-open dependency=payments-api (env=dev, region=eu-west-1, ip=17.105.12.171, request_id=x1pas2hmle3rsjd9, trace_id=a9oj48xgb2prr01sltk70xhw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:29 | WARN | inventory | Retrying request to upstream service attempt=3 (env=staging, region=ap-southeast-1, ip=118.123.97.238, request_id=kwmq0imee4zfozqc, trace_id=zk8u47zxq58qu2hkuh83wvsm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:00:30 | WARN | profile | High memory usage warning mem=73% (env=prod, region=us-east-1, ip=181.39.28.174, request_id=9rd86g5epa614zmw, trace_id=2enkt4xlg5hc6zdm8syfhxbg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:00:41 | WARN | auth | High memory usage warning mem=79% (env=prod, region=ap-southeast-1, ip=26.219.246.68, request_id=uhkw5on8ozf5y7py, trace_id=fktl4hwcwijilmxcnf3kr3pf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:53 | WARN | billing | High memory usage warning mem=62% (env=prod, region=me-south-1, ip=56.74.151.57, request_id=avjai41nzwib9zz3, trace_id=brz9fr27kjz9znei0dg73elc, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:55 | WARN | analytics | Temporary network jitter detected rtt_ms=176 (env=dev, region=me-south-1, ip=44.193.202.28, request_id=m99p7ccq22i3jqo3, trace_id=2s1w8ralez6wnf6z6g73mjjx, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:01:00 | WARN | storage | Elevated error rate observed window_s=120 rate=13.3% (env=prod, region=me-south-1, ip=116.185.123.175, request_id=ru0eej5bbm62nhtj, trace_id=7mdwx7eam12d2vnhg9cmtuwd, ua="curl/8.4.0")
2026-02-01 14:01:20 | WARN | email | Slow response detected (147ms) endpoint=/login (env=dev, region=us-east-1, ip=111.152.166.238, request_id=tpaxg78tfmqluj41, trace_id=l2autatqb5pt7xx7bygmgb80, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:01:28 | WARN | db | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=49.164.209.231, request_id=dkxfskb6oc5e48t3, trace_id=x66a1zl8xns0ynk8nj1hwgts, ua="PostmanRuntime/7.36.0")
2026-02-01 14:01:41 | WARN | storage | Temporary network jitter detected rtt_ms=313 (env=dev, region=eu-west-1, ip=80.139.15.164, request_id=kgd8z8o34qrfgzy1, trace_id=fsc3ew7jw7674n2zo2rch9v9, ua="curl/8.4.0")
2026-02-01 14:01:52 | WARN | search | Payment provider latency high (785ms) (env=staging, region=eu-west-1, ip=128.30.190.228, request_id=9ovlng8uj2hajt1y, trace_id=mr9pbs0p5cjwk9iw9lim4zcd, ua="curl/8.4.0")
2026-02-01 14:01:53 | WARN | billing | Payment provider latency high (52ms) (env=staging, region=eu-west-1, ip=140.203.230.68, request_id=xijnxf8xuqf0ktya, trace_id=m5lw3s6cugy3s1tertepz11r, ua="PostmanRuntime/7.36.0")
2026-02-01 14:01:55 | WARN | search | Disk usage above 80% disk=97% (env=dev, region=eu-west-1, ip=125.232.146.58, request_id=lcz11gq7sxx6p4j4, trace_id=v77cgmox6k3gx1ubnk1ov11y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:02:16 | WARN | orders | Payment provider latency high (495ms) (env=dev, region=eu-west-1, ip=89.74.104.78, request_id=695kf8g7sg4n3w0o, trace_id=j3o4lt31wgth1kywvzd8pu46, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:02:19 | WARN | frontend | Retrying request to upstream service attempt=1 (env=staging, region=me-south-1, ip=193.167.93.35, request_id=xwugne0sa04zkq4q, trace_id=y1a9nw89bsa6deefv8m5ed7g, ua="PostmanRuntime/7.36.0")
2026-02-01 14:02:23 | WARN | billing | Queue backlog growing size=7261 (env=prod, region=eu-west-1, ip=78.3.143.46, request_id=v83ngquza45z5j0q, trace_id=0yfasq6hxxsasgn8lu6z8tcf, ua="PostmanRuntime/7.36.0")
2026-02-01 14:02:33 | WARN | analytics | Retrying request to upstream service attempt=5 (env=prod, region=eu-west-1, ip=147.74.217.94, request_id=g4dybhkrlsuk06wt, trace_id=up762scirxcz7jom6dj92v0n, ua="curl/8.4.0")
2026-02-01 14:02:34 | WARN | db | Circuit breaker half-open dependency=search-index (env=prod, region=me-south-1, ip=36.13.85.194, request_id=st5hcf6jdxtj2omn, trace_id=qwbklz97he1qh6jjnve8z8rx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:02:36 | WARN | orders | Rate limit nearing threshold remaining=28 (env=prod, region=eu-west-1, ip=242.79.245.4, request_id=026v9y596njpjk3s, trace_id=sjxab22iuwh6xj67yvmjvnag, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:02:37 | WARN | orders | Retrying request to upstream service attempt=1 (env=prod, region=me-south-1, ip=35.43.196.88, request_id=hmgz9umqeg6e0qxi, trace_id=mev7qi3bhle0i2qlwkfy7ldh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:02:46 | WARN | analytics | Payment provider latency high (2838ms) (env=prod, region=ap-southeast-1, ip=29.38.86.40, request_id=92pkx4v850dt75d3, trace_id=lujjrkaci7kl9zsmlefxgtuo, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:02:48 | WARN | notifications | Queue backlog growing size=6508 (env=prod, region=me-south-1, ip=34.181.197.4, request_id=83o0dqy5o01kl87f, trace_id=b0vao3n9p95z7e6ixczctmp9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:02:53 | WARN | auth | Slow response detected (1525ms) endpoint=/logout (env=staging, region=eu-west-1, ip=34.58.213.126, request_id=jqpfztjinbhelwda, trace_id=fho5tff33wz20y253cc7vw83, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:02:57 | WARN | worker | Payment provider latency high (2336ms) (env=prod, region=me-south-1, ip=25.222.232.54, request_id=l99t7vi3ykfoorwa, trace_id=aeyq7kp9sbt86zqfa6fwfaas, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:03:10 | WARN | inventory | Disk usage above 80% disk=81% (env=dev, region=eu-west-1, ip=89.140.234.58, request_id=qcwyd3ucm3oh2rz6, trace_id=p1ax0wpxdcu4ms4okznlrax1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:03:33 | WARN | auth | Elevated error rate observed window_s=120 rate=12.1% (env=prod, region=me-south-1, ip=184.126.147.96, request_id=ulctuvtzz1g63h30, trace_id=pxyc7wxunz8fwg0srjt8j3zq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:03:34 | WARN | kms | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=69.206.190.197, request_id=juyt6sgnwd9uvukp, trace_id=k7xpelciat7itmipftujlv2n, ua="PostmanRuntime/7.36.0")
2026-02-01 14:03:39 | WARN | billing | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=189.147.215.115, request_id=hresxocswqyywas4, trace_id=1rmhzmyduf8k17061c9327xv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:03:42 | WARN | notifications | Slow response detected (1181ms) endpoint=/search?q=shoes (env=prod, region=eu-west-1, ip=171.59.22.38, request_id=c9il480ybqhpjcyj, trace_id=vuvk7k49bxlzr7kupi6svxv4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:03:45 | WARN | frontend | Slow response detected (239ms) endpoint=/payments/charge (env=prod, region=eu-west-1, ip=58.158.128.130, request_id=5aoh0lm6n84tf5li, trace_id=retfn3c9fg9yliqdp11fuzab, ua="PostmanRuntime/7.36.0")
2026-02-01 14:03:47 | WARN | cache | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=217.60.77.35, request_id=qapguecn4it33rb3, trace_id=142as2pfqk57fstpqfvrrao1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:03:48 | WARN | storage | Rate limit nearing threshold remaining=21 (env=prod, region=us-east-1, ip=60.159.49.64, request_id=o1x3ztbshd6234np, trace_id=kqg3ekmocyhcxb6eq4cahw8e, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:03:52 | WARN | profile | Circuit breaker half-open dependency=email-smtp (env=prod, region=ap-southeast-1, ip=131.65.104.164, request_id=vppy8e9vqrqp6inp, trace_id=8natsftz1uooet66bl3qjffu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:03:53 | WARN | payments | Elevated error rate observed window_s=60 rate=14.0% (env=staging, region=us-east-1, ip=133.97.63.102, request_id=maqc047gdto7gxex, trace_id=3bdqdgddksv4ihxbjmqw6h06, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:03:55 | WARN | inventory | Slow response detected (1771ms) endpoint=/orders/3470 (env=prod, region=me-south-1, ip=98.182.26.197, request_id=4l46o9elnszuvto6, trace_id=yhza7nhmukoi717z7yrtlqsi, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:04:12 | WARN | cdn | Circuit breaker half-open dependency=payments-api (env=staging, region=us-east-1, ip=185.243.225.160, request_id=5ib550jufrogocmi, trace_id=o1cywbq587sff7ccqeq2a38r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:04:14 | WARN | inventory | Payment provider latency high (3154ms) (env=prod, region=me-south-1, ip=31.211.8.207, request_id=yxlekl0rdey37him, trace_id=9ka31vqw3srm33mh3tcakd6e, ua="curl/8.4.0")
2026-02-01 14:04:21 | WARN | worker | Queue backlog growing size=5030 (env=prod, region=us-east-1, ip=83.197.213.205, request_id=e9pspw6lnliw3xsw, trace_id=btcitu6y9b1tcxb0e9jrk438, ua="curl/8.4.0")
